IDViaje,Numero_tracker,Region,Comunidad,Dia,Mes,Anio,hora,Zona_pesca,Panga,Motor,Gasolina_lt,Tiempos,Responsable,Observaciones,Recurso_pesquero,Nombre_cientifico,Arte_pesca,Presentacion,Captura_kg,Precio_pesos,Carnada_tipo,Carnada_pesos,Fauna_de_Acompanamiento_Especie,Fauna_de_Acompanamiento_kg
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,99,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,131,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,6.5,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,7,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,13,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,12,NA,NA,NA,NA,NA
export_2022-02-17 07-10,BM-044,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T07:10:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,51,NA,NA,NA,NA,NA
export_2022-02-22 06-41,BM-044,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,78,NA,NA,NA,NA,NA
export_2022-02-22 06-41,BM-044,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-02-22 06-41,BM-044,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,0.5,NA,NA,NA,NA,NA
export_2022-02-25 07-02,BM-044,Bahia Magdalena,Lopez Mateos,25,2,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,44,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,29,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,2.5,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,15,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,14,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,74,NA,NA,NA,NA,NA
export_2022-03-03 06-37,BM-044,Bahia Magdalena,Lopez Mateos,3,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,0.5,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,33,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,10,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,22,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,51,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta blanca,Mobula sp,red chinchorro,NA,15,NA,NA,NA,NA,NA
export_2022-03-09 06-37,BM-044,Bahia Magdalena,Lopez Mateos,9,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,29.5,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,30,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,segunda,1,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,13,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,11,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,14,NA,NA,NA,NA,NA
export_2022-03-10 06-31,BM-044,Bahia Magdalena,Lopez Mateos,10,3,2022,1899-12-31T06:31:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,53,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,85,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,78,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,6.5,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,5.5,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan negro,Rhinoptera steindachneri,red chinchorro,NA,102,NA,NA,NA,NA,NA
export_2022-03-15 06-35,BM-044,Bahia Magdalena,Lopez Mateos,15,3,2022,1899-12-31T06:35:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,54,NA,NA,NA,NA,NA
export_2022-03-16 06-37,BM-044,Bahia Magdalena,Lopez Mateos,16,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,108,NA,NA,NA,NA,NA
export_2022-03-16 06-37,BM-044,Bahia Magdalena,Lopez Mateos,16,3,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta negra,Mobula sp,red chinchorro,NA,63,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,36,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,segunda,1.5,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,121,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,117,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,20,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,7.5,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-03-28 06-28,BM-044,Bahia Magdalena,Lopez Mateos,28,3,2022,1899-12-31T06:28:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,26,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,5.5,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,268,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,15,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,17,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,31,NA,NA,NA,NA,NA
export_2022-03-29 06-05,BM-044,Bahia Magdalena,Lopez Mateos,29,3,2022,1899-12-31T06:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,12,NA,NA,NA,NA,NA
export_2022-04-02 06-36,BM-044,Bahia Magdalena,Lopez Mateos,2,4,2022,1899-12-31T06:36:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,89,NA,NA,NA,NA,NA
export_2022-04-17 08-56,BM-044,Bahia Magdalena,Lopez Mateos,17,4,2022,1899-12-31T08:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,118,NA,NA,NA,NA,NA
export_2022-04-19 07-05,BM-044,Bahia Magdalena,Lopez Mateos,19,4,2022,1899-12-31T07:05:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,90,NA,NA,NA,NA,NA
export_2022-01-21 08-03,BM-045,Bahia Magdalena,Lopez Mateos,21,1,2022,1899-12-31T08:03:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,144,NA,NA,NA,NA,NA
export_2022-01-26 05-17,BM-045,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T05:17:00Z,NA,santo domingo 6,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,192,NA,NA,NA,NA,NA
export_2022-01-26 05-17,BM-045,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T05:17:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tiburon azul,Prionace glauca,red chinchorro,NA,33,NA,NA,NA,NA,NA
export_2022-01-28 06-05,BM-045,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:05:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,136,NA,NA,NA,NA,NA
export_2022-01-28 06-05,BM-045,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:05:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,307,NA,NA,NA,NA,NA
export_2022-01-28 06-05,BM-045,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:05:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan negro,Rhinoptera steindachneri,red chinchorro,NA,12,NA,NA,NA,NA,NA
export_2022-01-28 06-05,BM-045,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:05:00Z,NA,santo domingo 6,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,123,NA,NA,NA,NA,NA
export_2022-02-03 06-05,BM-045,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T06:05:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,16,NA,NA,NA,NA,NA
export_2022-02-05 06-30,BM-045,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T06:30:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,22,NA,NA,NA,NA,NA
export_2022-02-07 08-02,BM-045,Bahia Magdalena,Lopez Mateos,7,2,2022,1899-12-31T08:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,257,NA,NA,NA,NA,NA
export_2022-02-07 08-02,BM-045,Bahia Magdalena,Lopez Mateos,7,2,2022,1899-12-31T08:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,2,NA,NA,NA,NA,NA
export_2022-02-07 08-02,BM-045,Bahia Magdalena,Lopez Mateos,7,2,2022,1899-12-31T08:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,6.5,NA,NA,NA,NA,NA
export_2022-02-09 06-02,BM-045,Bahia Magdalena,Lopez Mateos,9,2,2022,1899-12-31T06:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,27,NA,NA,NA,NA,NA
export_2022-02-09 06-02,BM-045,Bahia Magdalena,Lopez Mateos,9,2,2022,1899-12-31T06:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-02-09 06-02,BM-045,Bahia Magdalena,Lopez Mateos,9,2,2022,1899-12-31T06:02:00Z,NA,santo domingo 6,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,2,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,19,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,9.5,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,19,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,148,NA,NA,NA,NA,NA
export_2022-02-11 12-59,BM-045,Bahia Magdalena,Lopez Mateos,11,2,2022,1899-12-31T12:59:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-02-25 12-20,BM-045,Bahia Magdalena,Lopez Mateos,25,2,2022,1899-12-31T12:20:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,58,NA,NA,NA,NA,NA
export_2022-02-25 12-20,BM-045,Bahia Magdalena,Lopez Mateos,25,2,2022,1899-12-31T12:20:00Z,NA,santo domingo 6,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-03-12 07-06,BM-045,Bahia Magdalena,Lopez Mateos,12,3,2022,1899-12-31T07:06:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,89.5,NA,NA,NA,NA,NA
export_2022-03-12 07-06,BM-045,Bahia Magdalena,Lopez Mateos,12,3,2022,1899-12-31T07:06:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,13.5,NA,NA,NA,NA,NA
export_2022-03-13 06-20,BM-045,Bahia Magdalena,Lopez Mateos,13,3,2022,1899-12-31T06:20:00Z,NA,santo domingo 6,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,100.5,NA,NA,NA,NA,NA
export_2022-03-18 10-55,BM-045,Bahia Magdalena,Lopez Mateos,18,3,2022,1899-12-31T10:55:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,40,NA,NA,NA,NA,NA
export_2022-03-18 10-55,BM-045,Bahia Magdalena,Lopez Mateos,18,3,2022,1899-12-31T10:55:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,20,NA,NA,NA,NA,NA
export_2022-03-18 10-55,BM-045,Bahia Magdalena,Lopez Mateos,18,3,2022,1899-12-31T10:55:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan negro,Rhinoptera steindachneri,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-03-18 10-55,BM-045,Bahia Magdalena,Lopez Mateos,18,3,2022,1899-12-31T10:55:00Z,NA,santo domingo 6,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,62,NA,NA,NA,NA,NA
export_2022-03-18 10-55,BM-045,Bahia Magdalena,Lopez Mateos,18,3,2022,1899-12-31T10:55:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,5.5,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,8,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,29,NA,NA,NA,NA,NA
export_2022-04-08 06-47,BM-045,Bahia Magdalena,Lopez Mateos,8,4,2022,1899-12-31T06:47:00Z,NA,santo domingo 6,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,44,NA,NA,NA,NA,NA
export_2022-04-10 06-50,BM-045,Bahia Magdalena,Lopez Mateos,10,4,2022,1899-12-31T06:50:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,14,NA,NA,NA,NA,NA
export_2022-04-10 06-50,BM-045,Bahia Magdalena,Lopez Mateos,10,4,2022,1899-12-31T06:50:00Z,NA,santo domingo 6,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-04-11 06-44,BM-045,Bahia Magdalena,Lopez Mateos,11,4,2022,1899-12-31T06:44:00Z,NA,santo domingo 6,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,54,NA,NA,NA,NA,NA
export_2022-05-19 08-54,BM-045,Bahia Magdalena,Lopez Mateos,19,5,2022,1899-12-31T08:54:00Z,NA,santo domingo 6,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,39,NA,NA,NA,NA,NA
export_2022-05-26 06-09,BM-045,Bahia Magdalena,Lopez Mateos,26,5,2022,1899-12-31T06:09:00Z,NA,santo domingo 6,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,20,NA,NA,NA,NA,NA
export_2022-05-26 06-09,BM-045,Bahia Magdalena,Lopez Mateos,26,5,2022,1899-12-31T06:09:00Z,NA,santo domingo 6,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,segunda,7,NA,NA,NA,NA,NA
export_2022-05-26 06-09,BM-045,Bahia Magdalena,Lopez Mateos,26,5,2022,1899-12-31T06:09:00Z,NA,santo domingo 6,90,NA,4,NA,NA,verdillo,Paralabrax nebulifer,red chinchorro,NA,3,NA,NA,NA,NA,NA
