IDViaje,Numero_tracker,Region,Comunidad,Dia,Mes,Anio,hora,Zona_pesca,Panga,Motor,Gasolina_lt,Tiempos,Responsable,Observaciones,Recurso_pesquero,Nombre_cientifico,Arte_pesca,Presentacion,Captura_kg,Precio_pesos,Carnada_tipo,Carnada_pesos,Fauna_de_Acompanamiento_Especie,Fauna_de_Acompanamiento_kg
export_2022-02-12 06-34,BM-043,Bahia Magdalena,Lopez Mateos,12,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,29,NA,NA,NA,NA,NA
export_2022-02-12 06-34,BM-043,Bahia Magdalena,Lopez Mateos,12,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-14 06-47,BM-043,Bahia Magdalena,Lopez Mateos,14,2,2022,1899-12-31T06:47:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,141,NA,NA,NA,NA,NA
export_2022-02-14 06-47,BM-043,Bahia Magdalena,Lopez Mateos,14,2,2022,1899-12-31T06:47:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-02-15 06-30,BM-043,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:30:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,86,NA,NA,NA,NA,NA
export_2022-02-17 06-32,BM-043,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,144.5,NA,NA,NA,NA,NA
export_2022-02-17 06-32,BM-043,Bahia Magdalena,Lopez Mateos,17,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,8,NA,NA,NA,NA,NA
export_2022-02-18 06-34,BM-043,Bahia Magdalena,Lopez Mateos,18,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,33,NA,NA,NA,NA,NA
export_2022-02-18 06-34,BM-043,Bahia Magdalena,Lopez Mateos,18,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 8,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,28,NA,NA,NA,NA,NA
export_2022-02-20 06-44,BM-043,Bahia Magdalena,Lopez Mateos,20,2,2022,1899-12-31T06:44:00Z,NA,santo domingo 8,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,426,NA,NA,NA,NA,NA
export_2022-02-20 06-44,BM-043,Bahia Magdalena,Lopez Mateos,20,2,2022,1899-12-31T06:44:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,20.5,NA,NA,NA,NA,NA
export_2022-02-20 06-44,BM-043,Bahia Magdalena,Lopez Mateos,20,2,2022,1899-12-31T06:44:00Z,NA,santo domingo 8,90,NA,4,NA,NA,manta negra,Mobula sp,red chinchorro,NA,9,NA,NA,NA,NA,NA
export_2022-02-22 06-40,BM-043,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:40:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,360,NA,NA,NA,NA,NA
export_2022-02-22 06-40,BM-043,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:40:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,16,NA,NA,NA,NA,NA
export_2022-02-22 06-40,BM-043,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:40:00Z,NA,santo domingo 8,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-02-22 06-40,BM-043,Bahia Magdalena,Lopez Mateos,22,2,2022,1899-12-31T06:40:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,2,NA,NA,NA,NA,NA
export_2022-02-27 06-24,BM-043,Bahia Magdalena,Lopez Mateos,27,2,2022,1899-12-31T06:24:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,214,NA,NA,NA,NA,NA
export_2022-03-02 06-23,BM-043,Bahia Magdalena,Lopez Mateos,2,3,2022,1899-12-31T06:23:00Z,NA,santo domingo 8,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,145.5,NA,NA,NA,NA,NA
export_2022-03-02 06-23,BM-043,Bahia Magdalena,Lopez Mateos,2,3,2022,1899-12-31T06:23:00Z,NA,santo domingo 8,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,8,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,17,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,9,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,2,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,20,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,10,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,133,NA,NA,NA,NA,NA
export_2022-01-16 06-46,BM-044,Bahia Magdalena,Lopez Mateos,16,1,2022,1899-12-31T06:46:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,24,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,3,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,11,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,14,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,83,NA,NA,NA,NA,NA
export_2022-01-18 06-45,BM-044,Bahia Magdalena,Lopez Mateos,18,1,2022,1899-12-31T06:45:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,37,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,11,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,8.5,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,2.5,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,36,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,26.5,NA,NA,NA,NA,NA
export_2022-01-20 07-02,BM-044,Bahia Magdalena,Lopez Mateos,20,1,2022,1899-12-31T07:02:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,61,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,24.5,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tercera,NA,red chinchorro,NA,5.5,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,12.5,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,1.5,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,22,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,34,NA,NA,NA,NA,NA
export_2022-01-22 06-40,BM-044,Bahia Magdalena,Lopez Mateos,22,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,99,NA,NA,NA,NA,NA
export_2022-01-24 06-41,BM-044,Bahia Magdalena,Lopez Mateos,24,1,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,37,NA,NA,NA,NA,NA
export_2022-01-24 06-41,BM-044,Bahia Magdalena,Lopez Mateos,24,1,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,741,NA,NA,NA,NA,NA
export_2022-01-24 06-41,BM-044,Bahia Magdalena,Lopez Mateos,24,1,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,101,NA,NA,NA,NA,NA
export_2022-01-24 06-41,BM-044,Bahia Magdalena,Lopez Mateos,24,1,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,7,NA,NA,NA,NA,NA
export_2022-01-24 06-41,BM-044,Bahia Magdalena,Lopez Mateos,24,1,2022,1899-12-31T06:41:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,4.5,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,segunda,5.5,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,57,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,9,NA,NA,NA,NA,NA
export_2022-01-26 06-39,BM-044,Bahia Magdalena,Lopez Mateos,26,1,2022,1899-12-31T06:39:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,14,NA,NA,NA,NA,NA
export_2022-01-28 06-40,BM-044,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,241,NA,NA,NA,NA,NA
export_2022-01-28 06-40,BM-044,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,105,NA,NA,NA,NA,NA
export_2022-01-28 06-40,BM-044,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-01-28 06-40,BM-044,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,2,NA,NA,NA,NA,NA
export_2022-01-28 06-40,BM-044,Bahia Magdalena,Lopez Mateos,28,1,2022,1899-12-31T06:40:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,5.5,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,11,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,173.5,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,84.5,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta negra,Mobula sp,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-01-30 07-37,BM-044,Bahia Magdalena,Lopez Mateos,30,1,2022,1899-12-31T07:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,17,NA,NA,NA,NA,NA
export_2022-02-01 06-43,BM-044,Bahia Magdalena,Lopez Mateos,1,2,2022,1899-12-31T06:43:00Z,NA,santo domingo 26,90,NA,4,NA,NA,mako,Isurus oxyrinchus,red chinchorro,NA,9,NA,NA,NA,NA,NA
export_2022-02-01 06-43,BM-044,Bahia Magdalena,Lopez Mateos,1,2,2022,1899-12-31T06:43:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,192,NA,NA,NA,NA,NA
export_2022-02-03 10-56,BM-044,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T10:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,18,NA,NA,NA,NA,NA
export_2022-02-03 10-56,BM-044,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T10:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,3,NA,NA,NA,NA,NA
export_2022-02-03 10-56,BM-044,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T10:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,67.5,NA,NA,NA,NA,NA
export_2022-02-03 10-56,BM-044,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T10:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-02-03 10-56,BM-044,Bahia Magdalena,Lopez Mateos,3,2,2022,1899-12-31T10:56:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,24,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,20,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,3.5,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,9,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,12,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,1.5,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,93,NA,NA,NA,NA,NA
export_2022-02-05 07-06,BM-044,Bahia Magdalena,Lopez Mateos,5,2,2022,1899-12-31T07:06:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,97,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,22,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,2.5,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,4,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,76,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,76,NA,NA,NA,NA,NA
export_2022-02-08 06-34,BM-044,Bahia Magdalena,Lopez Mateos,8,2,2022,1899-12-31T06:34:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,130,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,2.5,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,8,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lengua,Brotula sp,red chinchorro,NA,6,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,1,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,71,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,gavilan blanco,Myliobatis sp,red chinchorro,NA,19,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,bruja,Raja sp,red chinchorro,NA,137,NA,NA,NA,NA,NA
export_2022-02-10 06-37,BM-044,Bahia Magdalena,Lopez Mateos,10,2,2022,1899-12-31T06:37:00Z,NA,santo domingo 26,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,2.5,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,lenguado,Paralichthys sp,red chinchorro,primera,10,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,cazon,Mustelus sp,red chinchorro,NA,10,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,tripa,Mustelus sp,red chinchorro,NA,3,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,guitarra,Rhinobatos productus,red chinchorro,NA,4.5,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,huesuda,Zapteryx exasperata,red chinchorro,NA,5,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,conejo,Caulolatilus affinis,red chinchorro,NA,11.5,NA,NA,NA,NA,NA
export_2022-02-15 06-32,BM-044,Bahia Magdalena,Lopez Mateos,15,2,2022,1899-12-31T06:32:00Z,NA,santo domingo 26,90,NA,4,NA,NA,manta,Mobula sp,red chinchorro,NA,43,NA,NA,NA,NA,NA
